"","Store","Date","Weekly_Sales"
"306",36,"2010-03-19",12976.4151515152
"307",37,"2010-03-19",10665.1955813953
"308",38,"2010-03-19",7914.1819047619
"309",39,"2010-03-19",19973.2209230769
"310",40,"2010-03-19",13725.4147692308
"311",41,"2010-03-19",15218.2892424242
"312",42,"2010-03-19",12967.84325
"313",43,"2010-03-19",18505.7716666667
"314",44,"2010-03-19",6557.02268292683
"315",45,"2010-03-19",12619.2526229508
"316",1,"2010-03-26",20892.6749253731
"317",2,"2010-03-26",26036.7497014925
"318",3,"2010-03-26",6147.04775862069
"319",4,"2010-03-26",25775.2157352941
"320",5,"2010-03-26",4770.64105263158
"321",6,"2010-03-26",21879.858358209
"322",7,"2010-03-26",8626.96966101695
"323",8,"2010-03-26",11643.8318181818
"324",9,"2010-03-26",8667.26509090909
"325",10,"2010-03-26",28109.6523880597
"326",11,"2010-03-26",18783.0184848485
"327",12,"2010-03-26",15746.4529032258
"328",13,"2010-03-26",27113.1747826087
"329",14,"2010-03-26",30409.3464179104
"330",15,"2010-03-26",9336.02873015873
"331",16,"2010-03-26",8415.55070175439
"332",17,"2010-03-26",12876.3147540984
"333",18,"2010-03-26",18349.7944067797
"334",19,"2010-03-26",21194.2108955224
"335",20,"2010-03-26",28426.3865151515
"336",21,"2010-03-26",11155.7886885246
"337",22,"2010-03-26",16583.7268333333
"338",23,"2010-03-26",20990.0590322581
"339",24,"2010-03-26",18701.3713432836
"340",25,"2010-03-26",11138.9340322581
"341",26,"2010-03-26",13708.9355384615
"342",27,"2010-03-26",27198.4486567164
"343",28,"2010-03-26",18494.6123880597
"344",29,"2010-03-26",9298.26152542373
"345",30,"2010-03-26",11607.0160526316
"346",31,"2010-03-26",18320.0617910448
"347",32,"2010-03-26",15762.5952941176
"348",33,"2010-03-26",7719.66382352941
"349",34,"2010-03-26",13475.4212307692
"350",35,"2010-03-26",18419.1134482759
"351",36,"2010-03-26",12238.5509090909
"352",37,"2010-03-26",11938.9525581395
"353",38,"2010-03-26",7975.56428571429
"354",39,"2010-03-26",18905.0093846154
"355",40,"2010-03-26",13379.6356923077
"356",41,"2010-03-26",15321.1763636364
"357",42,"2010-03-26",11912.33475
"358",43,"2010-03-26",17248.31
"359",44,"2010-03-26",6693.16268292683
"360",45,"2010-03-26",12754.7221311475
"361",1,"2010-04-02",23530.9047761194
"362",2,"2010-04-02",30474.6543283582
"363",3,"2010-04-02",7136.31844827586
"364",4,"2010-04-02",28651.5738235294
"365",5,"2010-04-02",5727.88192982456
"366",6,"2010-04-02",26086.2337313433
"367",7,"2010-04-02",9390.5393220339
"368",8,"2010-04-02",13747.8104545455
"369",9,"2010-04-02",9510.73872727273
"370",10,"2010-04-02",31300.9411940299
"371",11,"2010-04-02",21554.8692424242
"372",12,"2010-04-02",16124.9388709677
"373",13,"2010-04-02",30517.4663768116
"374",14,"2010-04-02",36640.4011940299
"375",15,"2010-04-02",11229.4928571429
"376",16,"2010-04-02",8477.03543859649
"377",17,"2010-04-02",13663.2459016393
"378",18,"2010-04-02",20809.8281355932
"379",19,"2010-04-02",24199.6270149254
"380",20,"2010-04-02",35821.8946969697
"381",21,"2010-04-02",12132.3372131148
"382",22,"2010-04-02",18905.9721666667
"383",23,"2010-04-02",24679.6432258065
"384",24,"2010-04-02",21847.4526865672
"385",25,"2010-04-02",13050.0761290323
"386",26,"2010-04-02",15719.4093846154
"387",27,"2010-04-02",30199.4089552239
"388",28,"2010-04-02",21284.0164179104
"389",29,"2010-04-02",9957.57288135593
"390",30,"2010-04-02",11956.8336842105
"391",31,"2010-04-02",20132.951641791
"392",32,"2010-04-02",16416.3336764706
"393",33,"2010-04-02",8054.79882352941
"394",34,"2010-04-02",14775.2526153846
"395",35,"2010-04-02",20087.7482758621
"396",36,"2010-04-02",13186.6742424242
"397",37,"2010-04-02",12449.9504651163
"398",38,"2010-04-02",8743.63761904762
"399",39,"2010-04-02",22201.2478461538
"400",40,"2010-04-02",15836.3844615385
"401",41,"2010-04-02",17530.0137878788
"402",42,"2010-04-02",12574.596
"403",43,"2010-04-02",17939.9811111111
"404",44,"2010-04-02",6919.7787804878
"405",45,"2010-04-02",14157.1272131148
"406",1,"2010-04-09",22921.451641791
"407",2,"2010-04-09",28991.5344776119
"408",3,"2010-04-09",7076.64224137931
"409",4,"2010-04-09",26533.0866176471
"410",5,"2010-04-09",5710.92403508772
"411",6,"2010-04-09",24708.2502985075
"412",7,"2010-04-09",8118.40644067797
"413",8,"2010-04-09",13784.3389393939
"414",9,"2010-04-09",9353.24654545455
"415",10,"2010-04-09",30054.5640298507
"416",11,"2010-04-09",22039.7998484849
"417",12,"2010-04-09",16683.1022580645
"418",13,"2010-04-09",27131.6304347826
"419",14,"2010-04-09",33353.0798507463
"420",15,"2010-04-09",9961.60333333333
"421",16,"2010-04-09",7365.80877192982
"422",17,"2010-04-09",12443.1919672131
"423",18,"2010-04-09",19613.3847457627
"424",19,"2010-04-09",22057.6126865672
"425",20,"2010-04-09",30064.6193939394
"426",21,"2010-04-09",12171.4895081967
"427",22,"2010-04-09",16805.6753333333
"428",23,"2010-04-09",20253.9561290323
"429",24,"2010-04-09",20523.5768656716
"430",25,"2010-04-09",11370.4158064516
"431",26,"2010-04-09",15664.7341538462
"432",27,"2010-04-09",28960.0297014925
"433",28,"2010-04-09",20442.7053731343
"434",29,"2010-04-09",9551.76847457627
"435",30,"2010-04-09",11898.8005263158
"436",31,"2010-04-09",20731.6532835821
"437",32,"2010-04-09",15997.3567647059
"438",33,"2010-04-09",9532.65617647059
"439",34,"2010-04-09",14497.2387692308
"440",35,"2010-04-09",20383.6018965517
"441",36,"2010-04-09",13705.6378787879
"442",37,"2010-04-09",11893.6041860465
"443",38,"2010-04-09",8091.215
"444",39,"2010-04-09",20269.6076923077
"445",40,"2010-04-09",14078.2063076923
"446",41,"2010-04-09",16354.9196969697
"447",42,"2010-04-09",14513.65125
"448",43,"2010-04-09",19192.2255555556
"449",44,"2010-04-09",6253.58609756098
"450",45,"2010-04-09",13543.2204918033
"451",1,"2010-04-16",21861.3144776119
"452",2,"2010-04-16",27953.7404477612
"453",3,"2010-04-16",6099.82172413793
"454",4,"2010-04-16",27204.1076470588
"455",5,"2010-04-16",5370.52315789474
"456",6,"2010-04-16",22647.9028358209
"457",7,"2010-04-16",6836.01745762712
"458",8,"2010-04-16",13330.8389393939
"459",9,"2010-04-16",8603.99127272727
"460",10,"2010-04-16",27213.1268656716
"461",11,"2010-04-16",20013.4104545455
"462",12,"2010-04-16",15392.1096774194
"463",13,"2010-04-16",26338.1543478261
"464",14,"2010-04-16",31629.0132835821
"465",15,"2010-04-16",10151.9219047619
"466",16,"2010-04-16",7569.40368421053
"467",17,"2010-04-16",12338.0695081967
"468",18,"2010-04-16",19134.9123728814
"469",19,"2010-04-16",21769.8747761194
"470",20,"2010-04-16",29967.2248484848
"471",21,"2010-04-16",11661.871147541
"472",22,"2010-04-16",16368.5395
"473",23,"2010-04-16",20750.0780645161
"474",24,"2010-04-16",18908.7728358209
"475",25,"2010-04-16",11506.4088709677
"476",26,"2010-04-16",13924.9544615385
"477",27,"2010-04-16",27680.4865671642
"478",28,"2010-04-16",18897.2531343284
"479",29,"2010-04-16",8597.77
"480",30,"2010-04-16",12375.3855263158
"481",31,"2010-04-16",20403.3826865672
"482",32,"2010-04-16",15913.3411764706
"483",33,"2010-04-16",9038.10705882353
"484",34,"2010-04-16",14160.5715384615
"485",35,"2010-04-16",18580.5189655172
"486",36,"2010-04-16",14640.6342424242
"487",37,"2010-04-16",12171.8960465116
"488",38,"2010-04-16",8034.79571428571
"489",39,"2010-04-16",19108.6810769231
"490",40,"2010-04-16",13564.9483076923
"491",41,"2010-04-16",15805.4765151515
"492",42,"2010-04-16",13720.269
"493",43,"2010-04-16",18719.1258333333
"494",44,"2010-04-16",6810.69
"495",45,"2010-04-16",12771.1083606557
"496",1,"2010-04-23",20751.6267164179
"497",2,"2010-04-23",27161.1085074627
"498",3,"2010-04-23",5855.01275862069
"499",4,"2010-04-23",26472.1880882353
"500",5,"2010-04-23",5045.85947368421
"501",6,"2010-04-23",22982.0386567164
"502",7,"2010-04-23",6835.51237288136
"503",8,"2010-04-23",12822.3827272727
"504",9,"2010-04-23",8703.55545454545
"505",10,"2010-04-23",27284.0765671642
"506",11,"2010-04-23",19439.5889393939
"507",12,"2010-04-23",15958.7024193548
"508",13,"2010-04-23",27656.4533333333
"509",14,"2010-04-23",31899.2298507463
"510",15,"2010-04-23",10204.5774603175
"511",16,"2010-04-23",6383.05175438597
"512",17,"2010-04-23",15954.3224590164
"513",18,"2010-04-23",19093.0784745763
"514",19,"2010-04-23",21723.0029850746
"515",20,"2010-04-23",28418.2798484848
"516",21,"2010-04-23",11759.5342622951
"517",22,"2010-04-23",15872.8845
"518",23,"2010-04-23",21178.5267741935
"519",24,"2010-04-23",18803.0649253731
"520",25,"2010-04-23",11193.6914516129
"521",26,"2010-04-23",13564.1096923077
"522",27,"2010-04-23",27577.667761194
"523",28,"2010-04-23",18539.5270149254
"524",29,"2010-04-23",8553.59288135593
"525",30,"2010-04-23",12146.7576315789
"526",31,"2010-04-23",19107.1598507463
"527",32,"2010-04-23",15768.5235294118
"528",33,"2010-04-23",7730.59941176471
"529",34,"2010-04-23",13984.3958461538
"530",35,"2010-04-23",18964.2229310345
"531",36,"2010-04-23",13131.9193939394
"532",37,"2010-04-23",12233.5997674419
"533",38,"2010-04-23",7972.90666666667
"534",39,"2010-04-23",19691.3570769231
"535",40,"2010-04-23",12992.5676923077
"536",41,"2010-04-23",16169.1348484848
"537",42,"2010-04-23",12294.7765
"538",43,"2010-04-23",17720.4747222222
"539",44,"2010-04-23",6763.63268292683
"540",45,"2010-04-23",12273.2049180328
"541",1,"2010-04-30",21261.1270149254
"542",2,"2010-04-30",26885.6991044776
"543",3,"2010-04-30",6216.55103448276
"544",4,"2010-04-30",26704.1580882353
"545",5,"2010-04-30",5214.85350877193
"546",6,"2010-04-30",22350.2859701493
"547",7,"2010-04-30",6315.34627118644
"548",8,"2010-04-30",11763.5475757576
"549",9,"2010-04-30",8672.65927272727
"550",10,"2010-04-30",26711.6153731343
"551",11,"2010-04-30",18770.8293939394
"552",12,"2010-04-30",15367.1683870968
"553",13,"2010-04-30",25862.902173913
"554",14,"2010-04-30",31074.3308955224
"555",15,"2010-04-30",9058.41555555556
"556",16,"2010-04-30",6661.13596491228
"557",17,"2010-04-30",13188.1759016393
"558",18,"2010-04-30",17881.3996610169
"559",19,"2010-04-30",20954.9207462687
"560",20,"2010-04-30",28982.9045454545
"561",21,"2010-04-30",11133.7140983607
"562",22,"2010-04-30",16013.5451666667
"563",23,"2010-04-30",20271.1680645161
"564",24,"2010-04-30",18749.3082089552
"565",25,"2010-04-30",11389.1061290323
"566",26,"2010-04-30",13912.7310769231
"567",27,"2010-04-30",26950.543880597
"568",28,"2010-04-30",17693.3010447761
"569",29,"2010-04-30",8482.80677966102
"570",30,"2010-04-30",11985.8942105263
"571",31,"2010-04-30",18553.9179104478
"572",32,"2010-04-30",15683.8416176471
"573",33,"2010-04-30",8104.61647058824
"574",34,"2010-04-30",13218.7793846154
"575",35,"2010-04-30",18791.5168965517
"576",36,"2010-04-30",13857.6409090909
"577",37,"2010-04-30",12017.3023255814
"578",38,"2010-04-30",8039.88666666667
"579",39,"2010-04-30",19439.3903076923
"580",40,"2010-04-30",12557.7329230769
"581",41,"2010-04-30",16119.0925757576
"582",42,"2010-04-30",11931.106
"583",43,"2010-04-30",17489.8202777778
"584",44,"2010-04-30",6633.64365853659
"585",45,"2010-04-30",12070.1450819672
"586",1,"2010-05-07",23929.0719402985
"587",2,"2010-05-07",30470.1670149254
"588",3,"2010-05-07",6866.27017241379
"589",4,"2010-05-07",29380.2602941176
"590",5,"2010-05-07",5799.37228070175
"591",6,"2010-05-07",24173.517761194
"592",7,"2010-05-07",6679.57152542373
"593",8,"2010-05-07",13866.7872727273
"594",9,"2010-05-07",9295.13909090909
"595",10,"2010-05-07",28620.6947761194
"596",11,"2010-05-07",19870.3233333333
"597",12,"2010-05-07",16766.3035483871
"598",13,"2010-05-07",29051.2091304348
"599",14,"2010-05-07",35367.783880597
"600",15,"2010-05-07",10486.656984127
"601",16,"2010-05-07",6967.77298245614
"602",17,"2010-05-07",13798.8960655738
"603",18,"2010-05-07",20585.6430508475
"604",19,"2010-05-07",23355.8529850746
"605",20,"2010-05-07",32306.1337878788
"606",21,"2010-05-07",12146.6747540984
"607",22,"2010-05-07",17068.588
"608",23,"2010-05-07",21960.5814516129
"609",24,"2010-05-07",20991.4555223881
"610",25,"2010-05-07",11629.9566129032
"611",26,"2010-05-07",16527.7449230769
"612",27,"2010-05-07",28919.5707462687
"613",28,"2010-05-07",22840.1941791045
"614",29,"2010-05-07",9617.50711864407
"615",30,"2010-05-07",12024.4476315789
"616",31,"2010-05-07",20617.0756716418
"617",32,"2010-05-07",16667.0195588235
"618",33,"2010-05-07",9600.64823529412
"619",34,"2010-05-07",14635.4193846154
"620",35,"2010-05-07",20257.8777586207
"621",36,"2010-05-07",14811.316969697
"622",37,"2010-05-07",12609.7039534884
"623",38,"2010-05-07",9129.025
"624",39,"2010-05-07",20848.0126153846
"625",40,"2010-05-07",15515.6569230769
"626",41,"2010-05-07",17812.3872727273
"627",42,"2010-05-07",14560.49275
"628",43,"2010-05-07",19157.5741666667
"629",44,"2010-05-07",6943.75097560976
"630",45,"2010-05-07",13271.3301639344
"631",1,"2010-05-14",22293.9011940299
"632",2,"2010-05-14",28052.7105970149
"633",3,"2010-05-14",6541.33
"634",4,"2010-05-14",27572.0338235294
"635",5,"2010-05-14",5115.72719298246
"636",6,"2010-05-14",22727.9611940298
"637",7,"2010-05-14",6292.55779661017
"638",8,"2010-05-14",13203.9809090909
"639",9,"2010-05-14",8699.22945454546
"640",10,"2010-05-14",26884.1765671642
"641",11,"2010-05-14",19178.3834848485
"642",12,"2010-05-14",15465.624516129
"643",13,"2010-05-14",27365.6263768116
"644",14,"2010-05-14",31779.4129850746
"645",15,"2010-05-14",9367.38
"646",16,"2010-05-14",6926.33315789474
"647",17,"2010-05-14",13238.0024590164
"648",18,"2010-05-14",18371.7111864407
"649",19,"2010-05-14",21441.1288059701
"650",20,"2010-05-14",30734.1315151515
"651",21,"2010-05-14",11751.3332786885
"652",22,"2010-05-14",15784.2281666667
"653",23,"2010-05-14",20937.8732258065
"654",24,"2010-05-14",20071.356119403
"655",25,"2010-05-14",11197.0840322581
"656",26,"2010-05-14",14961.1136923077
"657",27,"2010-05-14",27476.4146268657
"658",28,"2010-05-14",18526.997761194
"659",29,"2010-05-14",8762.8006779661
"660",30,"2010-05-14",12128.6965789474
"661",31,"2010-05-14",19205.6780597015
"662",32,"2010-05-14",15866.2670588235
"663",33,"2010-05-14",9724.75294117647
"664",34,"2010-05-14",14336.1412307692
"665",35,"2010-05-14",18895.545862069
"666",36,"2010-05-14",14423.2024242424
"667",37,"2010-05-14",11731.1809302326
"668",38,"2010-05-14",8236.09047619048
"669",39,"2010-05-14",18872.0621538462
"670",40,"2010-05-14",13949.8918461538
"671",41,"2010-05-14",16912.3187878788
